step,amount,oldbalanceOrg,newbalanceOrig,oldbalanceDest,newbalanceDest,isFraud,type_encoded,balanceOrig_diff,balanceDest_diff,amount_to_oldbalanceOrg_ratio,amount_to_oldbalanceDest_ratio,is_zero_oldbalanceOrg,is_zero_newbalanceOrig,is_zero_oldbalanceDest,is_zero_newbalanceDest,is_merchant
1,1898.84,102280.0,100381.16,11395.41,0.0,0,2,1898.8399999999965,11395.41,0.01856511536957372,0.16663200358740932,0,0,0,1,0
1,652.67,280.0,0.0,0.0,0.0,0,3,280.0,0.0,2.3309642857142854,0.0,0,1,1,1,1
1,1795.14,35474.0,33678.86,0.0,0.0,0,3,1795.1399999999994,0.0,0.05060438631110109,0.0,0,0,1,1,1
1,5088.99,26760.0,21671.01,0.0,0.0,0,3,5088.990000000002,0.0,0.19017152466367712,0.0,0,0,1,1,1
1,9305.93,20346.0,11040.07,0.0,0.0,0,3,9305.93,0.0,0.4573837609358105,0.0,0,0,1,1,1
1,498178.68,8708.0,0.0,46204.7,897150.84,0,4,8708.0,-850946.14,57.209310978410656,10.781991442429018,0,1,0,0,0
1,1897.66,12038.0,10140.34,0.0,0.0,0,3,1897.6599999999999,0.0,0.15763914271473667,0.0,0,0,1,1,1
1,1033.44,10043.0,9009.56,0.0,0.0,0,3,1033.4400000000005,0.0,0.10290152344916859,0.0,0,0,1,1,1
1,1252.27,31919.0,30666.73,0.0,0.0,0,3,1252.2700000000004,0.0,0.039232745386760234,0.0,0,0,1,1,1
1,4911.89,6119.0,1207.11,0.0,0.0,0,3,4911.89,0.0,0.802727569864357,0.0,0,0,1,1,1
1,9755.38,102287.0,92531.62,1174448.2,971418.91,0,2,9755.380000000005,203029.28999999992,0.09537262799769276,0.008306351868051736,0,0,0,0,0
1,300932.58,492.0,0.0,0.0,1268668.92,0,4,492.0,-1268668.92,611.6515853658537,0.0,0,1,1,0,0
1,47940.14,0.0,0.0,1429486.78,1178808.14,0,4,0.0,250678.64000000013,0.0,0.033536609551576266,1,1,0,0,0
1,118365.47,0.0,0.0,1771122.03,2444985.19,0,4,0.0,-673863.1599999999,0.0,0.06683078184059402,1,1,0,0,0
1,16626.81,0.0,0.0,2073489.52,2107778.11,0,4,0.0,-34288.58999999985,0.0,0.00801875767377884,1,1,0,0,0
1,96757.4,0.0,0.0,3117323.21,3554299.27,0,4,0.0,-436976.06000000006,0.0,0.031038616621341615,1,1,0,0,0
1,297448.33,0.0,0.0,8563397.83,10700000.0,0,4,0.0,-2136602.17,0.0,0.03473484893554221,1,1,0,0,0
1,287509.05,0.0,0.0,300932.58,1268668.92,0,4,0.0,-967736.3399999999,0.0,0.9553935635682915,1,1,0,0,0
1,1212719.61,0.0,0.0,9615567.18,12500000.0,0,4,0.0,-2884432.8200000003,0.0,0.1261204448264278,1,1,0,0,0
1,210650.2,0.0,0.0,217142.53,1363368.51,0,4,0.0,-1146225.98,0.0,0.970101066797002,1,1,0,0,0
1,1636507.63,0.0,0.0,10800000.0,12500000.0,0,4,0.0,-1700000.0,0.0,0.15152848425925924,1,1,0,0,0
1,651387.84,0.0,0.0,5405684.33,6453430.91,0,4,0.0,-1047746.5800000001,0.0,0.12050053244600022,1,1,0,0,0
1,548288.31,0.0,0.0,13900000.0,16900000.0,0,4,0.0,-3000000.0,0.0,0.039445202158273386,1,1,0,0,0
1,2107293.71,0.0,0.0,8860846.16,10700000.0,0,4,0.0,-1839153.8399999999,0.0,0.23782082116636138,1,1,0,0,0
1,1918461.7,0.0,0.0,2490204.7,3997768.55,0,4,0.0,-1507563.8499999996,0.0,0.7704032122339178,1,1,0,0,0
1,291753.7,0.0,0.0,11000000.0,10700000.0,0,4,0.0,300000.0,0.0,0.02652306363636364,1,1,0,0,0
1,556542.19,0.0,0.0,1183111.79,1114787.21,0,4,0.0,68324.58000000007,0.0,0.4704054128308534,1,1,0,0,0
1,588.33,15573.0,14984.67,599617.53,557537.26,0,2,588.3299999999999,42080.27000000002,0.03777884800616452,0.0009811754502907879,0,0,0,0,0
1,3559.49,69159.81,65600.32,0.0,0.0,0,3,3559.4899999999907,0.0,0.05146760813831038,0.0,0,0,1,1,1
1,2488.09,65600.32,63112.23,0.0,0.0,0,3,2488.090000000004,0.0,0.037928016204799,0.0,0,0,1,1,1
1,353.9,3.0,0.0,0.0,0.0,0,3,3.0,0.0,117.96666666666665,0.0,0,1,1,1,1
1,8440.86,14189.75,5748.89,0.0,0.0,0,3,8440.86,0.0,0.5948561461618422,0.0,0,0,1,1,1
1,9160.94,5748.89,0.0,0.0,0.0,0,3,5748.89,0.0,1.5935145741177863,0.0,0,1,1,1,1
1,11063.08,342818.0,331754.92,0.0,0.0,0,3,11063.080000000016,0.0,0.0322710009392739,0.0,0,0,1,1,1
1,18392.23,297085.0,278692.77,0.0,0.0,0,3,18392.22999999998,0.0,0.061908982277799285,0.0,0,0,1,1,1
1,2357.63,887.0,0.0,0.0,0.0,0,3,887.0,0.0,2.6579819616685456,0.0,0,1,1,1,1
1,5157.05,1667.92,0.0,0.0,0.0,0,3,1667.92,0.0,3.0919048875245814,0.0,0,1,1,1,1
1,5746.44,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,5607.36,5202.0,0.0,0.0,0.0,0,3,5202.0,0.0,1.077923875432526,0.0,0,1,1,1,1
1,6360.79,3731.0,0.0,0.0,0.0,0,3,3731.0,0.0,1.7048485660680783,0.0,0,1,1,1,1
1,67200.07,108912.0,176112.07,0.0,0.0,0,0,-67200.07,0.0,0.6170125422359337,0.0,0,0,1,1,0
1,2453.34,35411.0,32957.66,0.0,0.0,0,3,2453.3399999999965,0.0,0.06928186156843918,0.0,0,0,1,1,1
1,79.26,4597098.32,4597019.06,0.0,0.0,0,3,79.2600000007078,0.0,1.724131060133602e-05,0.0,0,0,1,1,1
1,3758.16,4597019.06,4593260.9,0.0,0.0,0,3,3758.1599999992177,0.0,0.0008175210828906157,0.0,0,0,1,1,1
1,24495.45,4593260.9,4568765.44,0.0,0.0,0,3,24495.459999999963,0.0,0.005332910656131029,0.0,0,0,1,1,1
1,1284.49,42110.0,40825.51,0.0,0.0,0,3,1284.489999999998,0.0,0.03050320588933745,0.0,0,0,1,1,1
1,3283.87,5338019.35,5334735.48,0.0,0.0,0,3,3283.8699999991804,0.0,0.0006151851060637313,0.0,0,0,1,1,1
1,42136.28,5334735.48,5292599.2,46303.0,57472.15,0,4,42136.28000000026,-11169.150000000001,0.007898475970921054,0.910011878280025,0,0,0,0,0
1,27008.84,5292599.2,5265590.36,37097.33,64106.18,0,4,27008.83999999985,-27008.85,0.005103133447172799,0.7280534744683782,0,0,0,0,0
1,331545.25,5265590.36,4934045.11,1543990.84,1412484.09,0,4,331545.25,131506.75,0.0629644972990265,0.21473265346574205,0,0,0,0,0
1,42529.28,4934045.11,4891515.83,87913.35,122750.49,0,4,42529.28000000026,-34837.14,0.008619556378559335,0.48376361496860254,0,0,0,0,0
1,252129.73,4891515.83,4639386.1,844104.14,420946.86,0,4,252129.73000000045,423157.28,0.051544293990355955,0.2986950520109995,0,0,0,0,0
1,473469.94,4639386.1,4165916.16,2743237.78,3420103.09,0,4,473469.9399999995,-676865.31,0.10205443776278936,0.17259529722574762,0,0,0,0,0
1,2317408.88,4165916.16,1848507.28,14400000.0,16900000.0,0,4,2317408.88,-2500000.0,0.5562783289426544,0.16093117222222222,0,0,0,0,0
1,864389.49,1848507.28,984117.79,1751348.58,1517262.16,0,4,864389.49,234086.42000000016,0.46761486922572465,0.49355650832228953,0,0,0,0,0
1,276094.92,984117.79,708022.87,280157.9,651524.92,0,4,276094.92000000004,-371367.02,0.2805506848931163,0.9854975354969464,0,0,0,0,0
1,132355.33,708022.87,575667.54,4408666.39,3997768.55,0,4,132355.32999999996,410897.83999999985,0.18693651802518751,0.030021625201720015,0,0,0,0,0
1,169106.97,575667.54,575667.54,575667.54,22190.99,0,4,0.0,553476.55,0.2937580430538084,0.2937580430538084,0,0,0,0,0
1,2604219.11,575667.54,0.0,7263554.62,9940339.29,0,4,575667.54,-2676784.669999999,4.523824827781674,0.3585323228422284,0,1,0,0,0
1,249740.75,2748.22,0.0,6072.0,241220.25,0,4,2748.22,-235148.25,90.87363820945922,41.12989953886693,0,1,0,0,0
1,7977.96,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,7848.22,402672.0,394823.78,0.0,0.0,0,3,7848.219999999972,0.0,0.019490354432391624,0.0,0,0,1,1,1
1,7625.73,248677.0,241051.27,0.0,0.0,0,3,7625.7300000000105,0.0,0.030665200239668323,0.0,0,0,1,1,1
1,3499.43,31242.0,27742.57,0.0,0.0,0,3,3499.4300000000003,0.0,0.11201043467127585,0.0,0,0,1,1,1
1,642.26,21363.0,20720.74,1772.9,2415.16,0,2,642.2599999999984,-642.2599999999998,0.030064129569816973,0.3622652151841615,0,0,0,0,0
1,41295.56,20720.74,0.0,2614230.5,2719172.89,0,1,20720.74,-104942.39000000013,1.9929577804653693,0.01579644947146015,0,1,0,0,0
1,13576.03,0.0,0.0,367271.74,122027.28,0,1,0.0,245244.46,0.0,0.03696453748388047,1,1,0,0,0
1,29572.74,0.0,0.0,12500000.0,12500000.0,0,1,0.0,0.0,0.0,0.0023658192,1,1,0,0,0
1,53569.21,0.0,0.0,683211.62,424250.45,0,1,0.0,258961.16999999998,0.0,0.0784079316449565,1,1,0,0,0
1,139247.62,0.0,0.0,232039.71,407298.23,0,1,0.0,-175258.52,0.0,0.6001025427932142,1,1,0,0,0
1,60360.45,0.0,0.0,94056.3,69756.86,0,1,0.0,24299.440000000002,0.0,0.6417480806708322,1,1,0,0,0
1,161795.9,0.0,0.0,9867773.73,9940339.29,0,1,0.0,-72565.55999999866,0.0,0.016396393393994044,1,1,0,0,0
1,607537.17,0.0,0.0,2090116.34,2107778.11,0,1,0.0,-17661.769999999786,0.0,0.29067146090059276,1,1,0,0,0
1,254399.35,0.0,0.0,455863.64,97128.19,0,1,0.0,358735.45,0.0,0.5580601909816716,1,1,0,0,0
1,427823.47,0.0,0.0,777546.17,1186556.81,0,1,0.0,-409010.64,0.0,0.5502225932126962,1,1,0,0,0
1,16662.21,0.0,0.0,10000000.0,9940339.29,0,1,0.0,59660.710000000894,0.0,0.0016662209999999998,1,1,0,0,0
1,173570.67,0.0,0.0,588441.63,1268668.92,0,1,0.0,-680227.2899999999,0.0,0.29496667324505915,1,1,0,0,0
1,54684.17,0.0,0.0,71672.0,817.21,0,1,0.0,70854.79,0.0,0.7629781504632214,1,1,0,0,0
1,87963.9,0.0,0.0,427792.72,1363368.51,0,1,0.0,-935575.79,0.0,0.2056227137292098,1,1,0,0,0
1,565349.9,0.0,0.0,5622929.89,5515763.34,0,1,0.0,107166.54999999981,0.0,0.1005436509186139,1,1,0,0,0
1,94527.39,0.0,0.0,95007.35,189534.74,0,1,0.0,-94527.38999999998,0.0,0.9949481803249959,1,1,0,0,0
1,315552.62,0.0,0.0,10000000.0,9940339.29,0,1,0.0,59660.710000000894,0.0,0.031555262,1,1,0,0,0
1,48169.69,0.0,0.0,1205369.63,1186556.81,0,1,0.0,18812.819999999832,0.0,0.039962588073502406,1,1,0,0,0
1,118753.07,0.0,0.0,154416.74,69756.86,0,1,0.0,84659.87999999999,0.0,0.7690427216634674,1,1,0,0,0
1,106705.8,0.0,0.0,210697.58,15375.37,0,1,0.0,195322.21,0.0,0.5064405580738042,1,1,0,0,0
1,328967.35,0.0,0.0,1889487.5,2444985.19,0,1,0.0,-555497.69,0.0,0.17410400968516593,1,1,0,0,0
1,55855.58,0.0,0.0,68283.63,43691.09,0,1,0.0,24592.540000000008,0.0,0.8179937124022258,1,1,0,0,0
1,370751.08,0.0,0.0,1253539.33,1186556.81,0,1,0.0,66982.52000000002,0.0,0.29576342052227433,1,1,0,0,0
1,49177.38,0.0,0.0,130442.64,122750.49,0,1,0.0,7692.149999999994,0.0,0.37700386928691415,1,1,0,0,0
1,63557.19,0.0,0.0,361284.25,157982.12,0,1,0.0,203302.13,0.0,0.17592017919408334,1,1,0,0,0
1,33663.22,0.0,0.0,168225.59,0.0,0,1,0.0,168225.59,0.0,0.20010760550758064,1,1,0,1,0
1,20986.8,0.0,0.0,25475.43,46462.23,0,1,0.0,-20986.800000000003,0.0,0.8238055255593331,1,1,0,0,0
1,301680.88,0.0,0.0,6188279.79,5515763.34,0,1,0.0,672516.4500000002,0.0,0.048750362012962574,1,1,0,0,0
1,9320.15,0.0,0.0,126356.17,817.21,0,1,0.0,125538.95999999999,0.0,0.0737609409971828,1,1,0,0,0
1,241488.05,0.0,0.0,19300000.0,19200000.0,0,1,0.0,100000.0,0.0,0.01251233419689119,1,1,0,0,0
1,60850.8,0.0,0.0,230396.43,247063.16,0,1,0.0,-16666.73000000001,0.0,0.2641134673831535,1,1,0,0,0
1,476934.35,0.0,0.0,556252.82,651524.92,0,1,0.0,-95272.1000000001,0.0,0.8574057206577398,1,1,0,0,0
1,598674.03,0.0,0.0,1184203.57,971418.91,0,1,0.0,212784.66000000003,0.0,0.5055499283792904,1,1,0,0,0
1,135357.16,0.0,0.0,11300000.0,10700000.0,0,1,0.0,600000.0,0.0,0.011978509734513275,1,1,0,0,0
1,422125.99,0.0,0.0,2218454.85,2444985.19,0,1,0.0,-226530.33999999985,0.0,0.19027927929207122,1,1,0,0,0
1,57643.24,0.0,0.0,66948.88,0.0,0,1,0.0,66948.88,0.0,0.8610037987192616,1,1,0,1,0
1,11261.67,7004.0,0.0,0.0,0.0,0,3,7004.0,0.0,1.6078912050256997,0.0,0,1,1,1,1
1,416106.78,12283.0,0.0,291247.23,247063.16,0,4,12283.0,44184.06999999998,33.87664088577709,1.4287063949071723,0,1,0,0,0
1,4447.55,50268.0,45820.45,0.0,0.0,0,3,4447.550000000003,0.0,0.0884767645420546,0.0,0,0,1,1,1
1,3239.95,120792.0,117552.05,0.0,0.0,0,3,3239.949999999997,0.0,0.02682255447380621,0.0,0,0,1,1,1
1,10286.48,147166.0,136879.52,0.0,0.0,0,3,10286.48000000001,0.0,0.06989712297677453,0.0,0,0,1,1,1
1,2011.81,34672.0,32660.19,0.0,0.0,0,3,2011.8100000000013,0.0,0.05802405399169359,0.0,0,0,1,1,1
1,9520.02,21099.0,11578.98,0.0,0.0,0,3,9520.02,0.0,0.4512071662164084,0.0,0,0,1,1,1
1,4273.56,6489960.66,6485687.1,0.0,0.0,0,3,4273.5600000005215,0.0,0.000658487812775124,0.0,0,0,1,1,1
1,26844.84,6485687.1,6458842.26,254506.86,290772.6,0,1,26844.83999999985,-36265.73999999999,0.004139089596227977,0.10547786413301395,0,0,0,0,0
1,634.41,18396.16,17761.75,0.0,0.0,0,3,634.4099999999999,0.0,0.03448600142638464,0.0,0,0,1,1,1
1,58516.68,17761.75,0.0,2655526.06,2719172.89,0,1,17761.75,-63646.830000000075,3.294533477838614,0.02203581462875947,0,1,0,0,0
1,5077.6,21987.0,16909.4,0.0,0.0,0,3,5077.5999999999985,0.0,0.23093646245508712,0.0,0,0,1,1,1
1,4471.34,22161.0,17689.66,0.0,0.0,0,3,4471.34,0.0,0.20176616578674247,0.0,0,0,1,1,1
1,6525.58,337514.0,330988.42,0.0,0.0,0,3,6525.580000000016,0.0,0.019334249838525216,0.0,0,0,1,1,1
1,12749.19,27552.0,14802.81,0.0,0.0,0,3,12749.19,0.0,0.46273192508710803,0.0,0,0,1,1,1
1,7652.07,26253.43,18601.35,0.0,0.0,0,3,7652.080000000002,0.0,0.2914693432439113,0.0,0,0,1,1,1
1,450465.15,18601.35,0.0,500206.13,593737.38,0,1,18601.35,-93531.25,24.216798780733658,0.9005590355320117,0,1,0,0,0
1,17540.66,160564.0,143023.34,0.0,0.0,0,3,17540.660000000003,0.0,0.10924403975984653,0.0,0,0,1,1,1
1,2673.64,768815.91,771489.55,135676.32,817.21,0,0,-2673.640000000014,134859.11000000002,0.0034776075328618,0.01970601796982701,0,0,0,0,0
1,4215.08,771489.55,767274.47,0.0,0.0,0,3,4215.0800000000745,0.0,0.0054635607183532164,0.0,0,0,1,1,1
1,3468.74,13310.0,9841.26,0.0,0.0,0,3,3468.74,0.0,0.26061157024793385,0.0,0,0,1,1,1
1,244.09,195601.0,195356.91,0.0,0.0,0,3,244.0899999999965,0.0,0.0012478975056364743,0.0,0,0,1,1,1
1,137.88,59708.34,59570.46,0.0,0.0,0,3,137.87999999999738,0.0,0.0023092251434221754,0.0,0,0,1,1,1
1,7155.31,59570.46,52415.15,0.0,0.0,0,3,7155.309999999998,0.0,0.12011507045606162,0.0,0,0,1,1,1
1,2432.88,12946.0,10513.12,0.0,0.0,0,3,2432.879999999999,0.0,0.18792522786961224,0.0,0,0,1,1,1
1,9021.44,1536.0,0.0,0.0,0.0,0,3,1536.0,0.0,5.873333333333334,0.0,0,1,1,1,1
1,4476.2,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,14546.65,6120.0,0.0,0.0,0.0,0,3,6120.0,0.0,2.3769035947712416,0.0,0,1,1,1,1
1,272709.33,76067.0,0.0,0.0,158433.78,0,4,76067.0,-158433.78,3.585120091498285,0.0,0,1,1,0,0
1,7669.42,29659.0,21989.58,0.0,0.0,0,3,7669.419999999998,0.0,0.2585866010317273,0.0,0,0,1,1,1
1,14750.26,21989.58,7239.33,1096233.87,420946.86,0,1,14750.250000000002,675287.0100000001,0.67078407136471,0.013455395243352588,0,0,0,0,0
1,107421.26,7239.33,0.0,226328.33,95508.95,0,1,7239.33,130819.37999999999,14.838563789742972,0.4746257792826908,0,1,0,0,0
1,36448.64,0.0,0.0,148941.17,185389.8,0,1,0.0,-36448.629999999976,0.0,0.24471836766154043,1,1,0,0,0
1,12939.66,0.0,0.0,88439.28,57472.15,0,1,0.0,30967.129999999997,0.0,0.1463112318417789,1,1,0,0,0
1,198137.4,0.0,0.0,1624385.68,1567434.81,0,1,0.0,56950.86999999988,0.0,0.12197682018472362,1,1,0,0,0
1,112193.65,0.0,0.0,767274.47,965870.05,0,1,0.0,-198595.58000000007,0.0,0.14622361930014433,1,1,0,0,0
1,40030.78,0.0,0.0,6458842.26,5515763.34,0,1,0.0,943078.9199999999,0.0,0.006197825924301177,1,1,0,0,0
1,207283.84,0.0,0.0,215955.02,277515.05,0,1,0.0,-61560.03,0.0,0.9598472867173915,1,1,0,0,0
1,141648.13,0.0,0.0,413572.32,130747.56,0,1,0.0,282824.76,0.0,0.34249905796403396,1,1,0,0,0
1,361980.67,0.0,0.0,6057072.17,6453430.91,0,1,0.0,-396358.7400000002,0.0,0.05976165709116852,1,1,0,0,0
1,614317.64,0.0,0.0,4541021.72,3997768.55,0,1,0.0,543253.1699999999,0.0,0.13528181054372937,1,1,0,0,0
1,233255.73,0.0,0.0,3214080.61,3554299.27,0,1,0.0,-340218.66000000015,0.0,0.07257308023771065,1,1,0,0,0
1,1420.96,21593.0,20172.04,0.0,0.0,0,3,1420.9599999999991,0.0,0.06580651136942528,0.0,0,0,1,1,1
1,4881.52,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,14403.17,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,4843.76,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,7143.2,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,2279.65,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,2571.49,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,2873.37,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,7394.33,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,21902.51,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,1730.16,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,11491.76,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,14204.94,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,14432.6,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,2501.21,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,27845.63,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,900.37,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,28147.47,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,3782.98,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,4828.64,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,6540.9,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,21840.26,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,5805.93,2158.0,0.0,0.0,0.0,0,3,2158.0,0.0,2.690421686746988,0.0,0,1,1,1,1
1,5018.24,29259.83,24241.59,0.0,0.0,0,3,5018.240000000002,0.0,0.17150612289955203,0.0,0,0,1,1,1
1,1066.91,24241.59,23174.68,0.0,0.0,0,3,1066.9099999999999,0.0,0.04401155204753484,0.0,0,0,1,1,1
1,1902.02,176112.0,174209.98,0.0,0.0,0,3,1902.0199999999895,0.0,0.010800059053329699,0.0,0,0,1,1,1
1,1982.04,534.0,0.0,0.0,0.0,0,3,534.0,0.0,3.711685393258427,0.0,0,1,1,1,1
1,7020.05,106102.0,99081.95,0.0,0.0,0,3,7020.050000000003,0.0,0.06616322029744963,0.0,0,0,1,1,1
1,11488.23,20243.0,8754.77,0.0,0.0,0,3,11488.23,0.0,0.5675161784320506,0.0,0,0,1,1,1
1,1253.6,10861.0,9607.4,0.0,0.0,0,3,1253.6000000000004,0.0,0.11542215265629314,0.0,0,0,1,1,1
1,10183.1,99731.0,89547.9,0.0,0.0,0,3,10183.100000000006,0.0,0.10210566423679698,0.0,0,0,1,1,1
1,146534.96,21114.0,0.0,0.0,67762.92,0,1,21114.0,-67762.92,6.940179975371791,0.0,0,1,1,0,0
1,5616.1,0.0,0.0,0.0,0.0,0,3,0.0,0.0,0.0,0.0,1,1,1,1,1
1,5272.81,30072.0,24799.19,0.0,0.0,0,3,5272.810000000001,0.0,0.17533951848895984,0.0,0,0,1,1,1
1,236343.99,43010.81,0.0,8061.0,33316.54,0,4,43010.81,-25255.54,5.494990445425231,29.31943803498325,0,1,0,0,0
1,86401.93,0.0,0.0,879468.12,965870.05,0,4,0.0,-86401.93000000005,0.0,0.09824339056201377,1,1,0,0,0
1,3923.32,291.0,0.0,0.0,0.0,0,3,291.0,0.0,13.482199312714776,0.0,0,1,1,1,1
1,289326.88,39689.0,0.0,20919.34,318637.36,0,1,39689.0,-297718.01999999996,7.289850588324221,13.830593125786951,0,1,0,0,0
1,4444.35,10229.0,5784.65,26112.94,2608.64,0,2,4444.35,23504.3,0.43448528692931865,0.17019722788778285,0,0,0,0,0
1,5323.28,22141.0,16817.72,0.0,0.0,0,3,5323.279999999999,0.0,0.24042635833973172,0.0,0,0,1,1,1
1,2141.82,41643.0,39501.18,0.0,0.0,0,3,2141.8199999999997,0.0,0.05143289388372596,0.0,0,0,1,1,1
1,328.07,31485.0,31156.93,0.0,0.0,0,3,328.0699999999997,0.0,0.010419882483722408,0.0,0,0,1,1,1
1,1439.72,2102.0,662.28,0.0,0.0,0,3,1439.72,0.0,0.6849286393910562,0.0,0,0,1,1,1
1,4416.74,3215.18,0.0,0.0,0.0,0,3,3215.18,0.0,1.3737146909348776,0.0,0,1,1,1,1
1,84051.0,0.0,0.0,89583.69,67268.02,0,1,0.0,22315.67,0.0,0.9382399854259185,1,1,0,0,0
1,1246.74,1468.0,221.26,0.0,0.0,0,3,1246.74,0.0,0.8492779291553133,0.0,0,0,1,1,1
1,1527.08,710262.99,708735.91,0.0,0.0,0,3,1527.079999999958,0.0,0.00215002051564027,0.0,0,0,1,1,1
1,38829.9,708735.91,669906.01,1822523.08,1567434.81,0,4,38829.90000000002,255088.27000000002,0.054787544206698936,0.0213055738092491,0,0,0,0,0
1,749.26,724.0,0.0,0.0,0.0,0,3,724.0,0.0,1.034889502762431,0.0,0,1,1,1,1
1,2560.3,7257.0,4696.7,0.0,0.0,0,3,2560.3,0.0,0.35280418905883976,0.0,0,0,1,1,1
1,383736.31,11294.0,0.0,21835.74,252055.24,0,4,11294.0,-230219.5,33.97700637506641,17.57377171554525,0,1,0,0,0
1,917.38,200895.0,199977.62,10122.73,18474.7,0,2,917.3800000000047,-8351.970000000001,0.004566465068817044,0.09062575016818586,0,0,0,0,0
1,6905.9,10614.5,3708.6,0.0,0.0,0,3,6905.9,0.0,0.6506100146026661,0.0,0,0,1,1,1
1,3611.72,3708.6,96.88,0.0,0.0,0,3,3611.72,0.0,0.9738769346923367,0.0,0,0,1,1,1
1,8949.54,44131.37,35181.82,0.0,0.0,0,3,8949.550000000003,0.0,0.20279316051144572,0.0,0,0,1,1,1
1,2193.94,35181.82,32987.88,0.0,0.0,0,3,2193.9400000000023,0.0,0.06236004845684504,0.0,0,0,1,1,1
1,9479.66,32987.88,23508.22,0.0,0.0,0,3,9479.659999999996,0.0,0.28736796665927,0.0,0,0,1,1,1
1,10757.7,666.0,0.0,0.0,0.0,0,3,666.0,0.0,16.152702702702705,0.0,0,1,1,1,1
1,6259.18,156636.0,150376.82,0.0,0.0,0,3,6259.179999999993,0.0,0.03996003473020251,0.0,0,0,1,1,1
1,7003.44,5777.0,0.0,0.0,0.0,0,3,5777.0,0.0,1.212297039986152,0.0,0,1,1,1,1
1,6872.19,32561.0,25688.81,0.0,0.0,0,3,6872.189999999999,0.0,0.21105586437762966,0.0,0,0,1,1,1
1,911.27,25688.81,24777.54,0.0,0.0,0,3,911.2700000000004,0.0,0.035473422085335986,0.0,0,0,1,1,1
1,7694.63,24777.54,17082.91,0.0,0.0,0,3,7694.630000000001,0.0,0.3105485855335114,0.0,0,0,1,1,1
1,11353.99,55825.0,44471.01,0.0,0.0,0,3,11353.989999999998,0.0,0.20338540080609047,0.0,0,0,1,1,1
1,6683.73,484579.0,477895.27,0.0,0.0,0,3,6683.729999999981,0.0,0.013792859368647836,0.0,0,0,1,1,1
1,4261.17,4558.0,296.83,0.0,0.0,0,3,4261.17,0.0,0.9348771390960948,0.0,0,0,1,1,1
1,6146.81,123877.0,117730.19,0.0,0.0,0,3,6146.809999999998,0.0,0.04962026849213333,0.0,0,0,1,1,1
1,4479.63,154215.6,149735.97,7666.22,12145.85,0,2,4479.630000000005,-4479.63,0.02904783951818104,0.5843336090015679,0,0,0,0,0
1,144659.77,149735.97,149735.97,149735.97,0.0,0,1,0.0,149735.97,0.9660989941161098,0.9660989941161098,0,0,0,1,0
1,53094.17,149735.97,96641.81,279693.52,265092.36,0,1,53094.16,14601.160000000033,0.35458527433321463,0.18982981800936966,0,0,0,0,0
1,43721.1,96641.81,52920.71,173634.69,67268.02,0,1,43721.1,106366.67,0.45240357149767785,0.25179933802398585,0,0,0,0,0
1,119537.32,52920.71,0.0,244404.99,33316.54,0,1,52920.71,211088.44999999998,2.25880038268572,0.4890952512876272,0,1,0,0,0
1,33349.84,0.0,0.0,201888.82,0.0,0,1,0.0,201888.82,0.0,0.16518913726872045,1,1,0,1,0
